"Campaign","Campaign Status","Campaign Type","Networks","Daily Budget","Budget Type","Start Date","End Date","Bid Strategy Type","Campaign URL Options (Tracking Template)","Final URL Suffix","Campaign Language"
10K ZIP Campaign - 2025-12-05,Enabled,Search,Search Network,,,,,,,,en

"Campaign","Setting","Value"

"Budget","Budget Amount","Delivery Method","Budget ID"
10K ZIP Campaign - 2025-12-05,04883,Postal Code,
10K ZIP Campaign - 2025-12-05,04890,Postal Code,
10K ZIP Campaign - 2025-12-05,04892,Postal Code,
10K ZIP Campaign - 2025-12-05,04905,Postal Code,
10K ZIP Campaign - 2025-12-05,04914,Postal Code,
10K ZIP Campaign - 2025-12-05,04956,Postal Code,
10K ZIP Campaign - 2025-12-05,04966,Postal Code,
10K ZIP Campaign - 2025-12-05,04967,Postal Code,
10K ZIP Campaign - 2025-12-05,04974,Postal Code,
10K ZIP Campaign - 2025-12-05,04984,Postal Code,
10K ZIP Campaign - 2025-12-05,04987,Postal Code,
10K ZIP Campaign - 2025-12-05,04999,Postal Code,
10K ZIP Campaign - 2025-12-05,05000,Postal Code,
10K ZIP Campaign - 2025-12-05,05007,Postal Code,
10K ZIP Campaign - 2025-12-05,05029,Postal Code,
10K ZIP Campaign - 2025-12-05,05042,Postal Code,
10K ZIP Campaign - 2025-12-05,05057,Postal Code,
10K ZIP Campaign - 2025-12-05,05070,Postal Code,
10K ZIP Campaign - 2025-12-05,05081,Postal Code,
10K ZIP Campaign - 2025-12-05,05082,Postal Code,
10K ZIP Campaign - 2025-12-05,05088,Postal Code,
10K ZIP Campaign - 2025-12-05,05105,Postal Code,
10K ZIP Campaign - 2025-12-05,05108,Postal Code,
10K ZIP Campaign - 2025-12-05,05110,Postal Code,
10K ZIP Campaign - 2025-12-05,05136,Postal Code,
10K ZIP Campaign - 2025-12-05,05162,Postal Code,
10K ZIP Campaign - 2025-12-05,05165,Postal Code,
10K ZIP Campaign - 2025-12-05,05180,Postal Code,
10K ZIP Campaign - 2025-12-05,05182,Postal Code,
10K ZIP Campaign - 2025-12-05,05190,Postal Code,
10K ZIP Campaign - 2025-12-05,05194,Postal Code,
10K ZIP Campaign - 2025-12-05,05208,Postal Code,
10K ZIP Campaign - 2025-12-05,05215,Postal Code,
10K ZIP Campaign - 2025-12-05,05219,Postal Code,
10K ZIP Campaign - 2025-12-05,05234,Postal Code,
10K ZIP Campaign - 2025-12-05,05236,Postal Code,
10K ZIP Campaign - 2025-12-05,05251,Postal Code,
10K ZIP Campaign - 2025-12-05,05253,Postal Code,
10K ZIP Campaign - 2025-12-05,05254,Postal Code,
10K ZIP Campaign - 2025-12-05,05279,Postal Code,
10K ZIP Campaign - 2025-12-05,05285,Postal Code,
10K ZIP Campaign - 2025-12-05,05287,Postal Code,
10K ZIP Campaign - 2025-12-05,05292,Postal Code,
10K ZIP Campaign - 2025-12-05,05293,Postal Code,
10K ZIP Campaign - 2025-12-05,05305,Postal Code,
10K ZIP Campaign - 2025-12-05,05312,Postal Code,
10K ZIP Campaign - 2025-12-05,05317,Postal Code,
10K ZIP Campaign - 2025-12-05,05318,Postal Code,
10K ZIP Campaign - 2025-12-05,05333,Postal Code,
10K ZIP Campaign - 2025-12-05,05340,Postal Code,
10K ZIP Campaign - 2025-12-05,05343,Postal Code,
10K ZIP Campaign - 2025-12-05,05371,Postal Code,
10K ZIP Campaign - 2025-12-05,05386,Postal Code,
10K ZIP Campaign - 2025-12-05,05397,Postal Code,
10K ZIP Campaign - 2025-12-05,05430,Postal Code,
10K ZIP Campaign - 2025-12-05,05437,Postal Code,
10K ZIP Campaign - 2025-12-05,05445,Postal Code,
10K ZIP Campaign - 2025-12-05,05446,Postal Code,
10K ZIP Campaign - 2025-12-05,05452,Postal Code,
10K ZIP Campaign - 2025-12-05,05454,Postal Code,
10K ZIP Campaign - 2025-12-05,05455,Postal Code,
10K ZIP Campaign - 2025-12-05,05460,Postal Code,
10K ZIP Campaign - 2025-12-05,05480,Postal Code,
10K ZIP Campaign - 2025-12-05,05484,Postal Code,
10K ZIP Campaign - 2025-12-05,05486,Postal Code,
10K ZIP Campaign - 2025-12-05,05493,Postal Code,
10K ZIP Campaign - 2025-12-05,05495,Postal Code,
10K ZIP Campaign - 2025-12-05,05496,Postal Code,
10K ZIP Campaign - 2025-12-05,05510,Postal Code,
10K ZIP Campaign - 2025-12-05,05519,Postal Code,
10K ZIP Campaign - 2025-12-05,05539,Postal Code,
10K ZIP Campaign - 2025-12-05,05563,Postal Code,
10K ZIP Campaign - 2025-12-05,05582,Postal Code,
10K ZIP Campaign - 2025-12-05,05583,Postal Code,
10K ZIP Campaign - 2025-12-05,05594,Postal Code,
10K ZIP Campaign - 2025-12-05,05597,Postal Code,
10K ZIP Campaign - 2025-12-05,05603,Postal Code,
10K ZIP Campaign - 2025-12-05,05609,Postal Code,
10K ZIP Campaign - 2025-12-05,05612,Postal Code,
10K ZIP Campaign - 2025-12-05,05615,Postal Code,
10K ZIP Campaign - 2025-12-05,05616,Postal Code,
10K ZIP Campaign - 2025-12-05,05632,Postal Code,
10K ZIP Campaign - 2025-12-05,05636,Postal Code,
10K ZIP Campaign - 2025-12-05,05642,Postal Code,
10K ZIP Campaign - 2025-12-05,05643,Postal Code,
10K ZIP Campaign - 2025-12-05,05657,Postal Code,
10K ZIP Campaign - 2025-12-05,05672,Postal Code,
10K ZIP Campaign - 2025-12-05,05686,Postal Code,
10K ZIP Campaign - 2025-12-05,05690,Postal Code,
10K ZIP Campaign - 2025-12-05,05719,Postal Code,
10K ZIP Campaign - 2025-12-05,05720,Postal Code,
10K ZIP Campaign - 2025-12-05,05735,Postal Code,
10K ZIP Campaign - 2025-12-05,05757,Postal Code,
10K ZIP Campaign - 2025-12-05,05778,Postal Code,
10K ZIP Campaign - 2025-12-05,05794,Postal Code,
10K ZIP Campaign - 2025-12-05,05814,Postal Code,
10K ZIP Campaign - 2025-12-05,05848,Postal Code,
10K ZIP Campaign - 2025-12-05,05850,Postal Code,
10K ZIP Campaign - 2025-12-05,05869,Postal Code,
10K ZIP Campaign - 2025-12-05,05871,Postal Code,
10K ZIP Campaign - 2025-12-05,05902,Postal Code,
10K ZIP Campaign - 2025-12-05,05903,Postal Code,
10K ZIP Campaign - 2025-12-05,05926,Postal Code,
10K ZIP Campaign - 2025-12-05,05927,Postal Code,
10K ZIP Campaign - 2025-12-05,05929,Postal Code,
10K ZIP Campaign - 2025-12-05,05933,Postal Code,
10K ZIP Campaign - 2025-12-05,05937,Postal Code,
10K ZIP Campaign - 2025-12-05,05954,Postal Code,
10K ZIP Campaign - 2025-12-05,05974,Postal Code,
10K ZIP Campaign - 2025-12-05,05978,Postal Code,
10K ZIP Campaign - 2025-12-05,05980,Postal Code,
10K ZIP Campaign - 2025-12-05,05999,Postal Code,
10K ZIP Campaign - 2025-12-05,06013,Postal Code,
10K ZIP Campaign - 2025-12-05,06031,Postal Code,
10K ZIP Campaign - 2025-12-05,06047,Postal Code,
10K ZIP Campaign - 2025-12-05,06049,Postal Code,
10K ZIP Campaign - 2025-12-05,06073,Postal Code,
10K ZIP Campaign - 2025-12-05,06075,Postal Code,
10K ZIP Campaign - 2025-12-05,06078,Postal Code,
10K ZIP Campaign - 2025-12-05,06085,Postal Code,
10K ZIP Campaign - 2025-12-05,06087,Postal Code,
10K ZIP Campaign - 2025-12-05,06100,Postal Code,
10K ZIP Campaign - 2025-12-05,06101,Postal Code,
10K ZIP Campaign - 2025-12-05,06104,Postal Code,
10K ZIP Campaign - 2025-12-05,06110,Postal Code,
10K ZIP Campaign - 2025-12-05,06116,Postal Code,
10K ZIP Campaign - 2025-12-05,06128,Postal Code,
10K ZIP Campaign - 2025-12-05,06133,Postal Code,
10K ZIP Campaign - 2025-12-05,06145,Postal Code,
10K ZIP Campaign - 2025-12-05,06157,Postal Code,
10K ZIP Campaign - 2025-12-05,06169,Postal Code,
10K ZIP Campaign - 2025-12-05,06184,Postal Code,
10K ZIP Campaign - 2025-12-05,06212,Postal Code,
10K ZIP Campaign - 2025-12-05,06214,Postal Code,
10K ZIP Campaign - 2025-12-05,06239,Postal Code,
10K ZIP Campaign - 2025-12-05,06257,Postal Code,
10K ZIP Campaign - 2025-12-05,06262,Postal Code,
10K ZIP Campaign - 2025-12-05,06282,Postal Code,
10K ZIP Campaign - 2025-12-05,06283,Postal Code,
10K ZIP Campaign - 2025-12-05,06292,Postal Code,
10K ZIP Campaign - 2025-12-05,06293,Postal Code,
10K ZIP Campaign - 2025-12-05,06294,Postal Code,
10K ZIP Campaign - 2025-12-05,06312,Postal Code,
10K ZIP Campaign - 2025-12-05,06329,Postal Code,
10K ZIP Campaign - 2025-12-05,06334,Postal Code,
10K ZIP Campaign - 2025-12-05,06342,Postal Code,
10K ZIP Campaign - 2025-12-05,06347,Postal Code,
10K ZIP Campaign - 2025-12-05,06360,Postal Code,
10K ZIP Campaign - 2025-12-05,06372,Postal Code,
10K ZIP Campaign - 2025-12-05,06376,Postal Code,
10K ZIP Campaign - 2025-12-05,06385,Postal Code,
10K ZIP Campaign - 2025-12-05,06424,Postal Code,
10K ZIP Campaign - 2025-12-05,06444,Postal Code,
10K ZIP Campaign - 2025-12-05,06454,Postal Code,
10K ZIP Campaign - 2025-12-05,06460,Postal Code,
10K ZIP Campaign - 2025-12-05,06474,Postal Code,
10K ZIP Campaign - 2025-12-05,06475,Postal Code,
10K ZIP Campaign - 2025-12-05,06481,Postal Code,
10K ZIP Campaign - 2025-12-05,06485,Postal Code,
10K ZIP Campaign - 2025-12-05,06493,Postal Code,
10K ZIP Campaign - 2025-12-05,06503,Postal Code,
10K ZIP Campaign - 2025-12-05,06507,Postal Code,
10K ZIP Campaign - 2025-12-05,06515,Postal Code,
10K ZIP Campaign - 2025-12-05,06518,Postal Code,
10K ZIP Campaign - 2025-12-05,06530,Postal Code,
10K ZIP Campaign - 2025-12-05,06536,Postal Code,
10K ZIP Campaign - 2025-12-05,06538,Postal Code,
10K ZIP Campaign - 2025-12-05,06540,Postal Code,
10K ZIP Campaign - 2025-12-05,06543,Postal Code,
10K ZIP Campaign - 2025-12-05,06546,Postal Code,
10K ZIP Campaign - 2025-12-05,06554,Postal Code,
10K ZIP Campaign - 2025-12-05,06559,Postal Code,
10K ZIP Campaign - 2025-12-05,06569,Postal Code,
10K ZIP Campaign - 2025-12-05,06573,Postal Code,
10K ZIP Campaign - 2025-12-05,06582,Postal Code,
10K ZIP Campaign - 2025-12-05,06588,Postal Code,
10K ZIP Campaign - 2025-12-05,06598,Postal Code,
10K ZIP Campaign - 2025-12-05,06619,Postal Code,
10K ZIP Campaign - 2025-12-05,06628,Postal Code,
10K ZIP Campaign - 2025-12-05,06633,Postal Code,
10K ZIP Campaign - 2025-12-05,06638,Postal Code,
10K ZIP Campaign - 2025-12-05,06659,Postal Code,
10K ZIP Campaign - 2025-12-05,06660,Postal Code,
10K ZIP Campaign - 2025-12-05,06675,Postal Code,
10K ZIP Campaign - 2025-12-05,06678,Postal Code,
10K ZIP Campaign - 2025-12-05,06685,Postal Code,
10K ZIP Campaign - 2025-12-05,06687,Postal Code,
10K ZIP Campaign - 2025-12-05,06697,Postal Code,
10K ZIP Campaign - 2025-12-05,06708,Postal Code,
10K ZIP Campaign - 2025-12-05,06709,Postal Code,
10K ZIP Campaign - 2025-12-05,06712,Postal Code,
10K ZIP Campaign - 2025-12-05,06715,Postal Code,
10K ZIP Campaign - 2025-12-05,06716,Postal Code,
10K ZIP Campaign - 2025-12-05,06740,Postal Code,
10K ZIP Campaign - 2025-12-05,06763,Postal Code,
10K ZIP Campaign - 2025-12-05,06771,Postal Code,
10K ZIP Campaign - 2025-12-05,06776,Postal Code,
10K ZIP Campaign - 2025-12-05,06784,Postal Code,
10K ZIP Campaign - 2025-12-05,06808,Postal Code,
10K ZIP Campaign - 2025-12-05,06810,Postal Code,
10K ZIP Campaign - 2025-12-05,06813,Postal Code,
10K ZIP Campaign - 2025-12-05,06817,Postal Code,
10K ZIP Campaign - 2025-12-05,06838,Postal Code,
10K ZIP Campaign - 2025-12-05,06841,Postal Code,
10K ZIP Campaign - 2025-12-05,06848,Postal Code,
10K ZIP Campaign - 2025-12-05,06849,Postal Code,
10K ZIP Campaign - 2025-12-05,06850,Postal Code,
10K ZIP Campaign - 2025-12-05,06884,Postal Code,
10K ZIP Campaign - 2025-12-05,06886,Postal Code,
10K ZIP Campaign - 2025-12-05,06896,Postal Code,
10K ZIP Campaign - 2025-12-05,06898,Postal Code,
10K ZIP Campaign - 2025-12-05,06921,Postal Code,
10K ZIP Campaign - 2025-12-05,06952,Postal Code,
10K ZIP Campaign - 2025-12-05,06957,Postal Code,
10K ZIP Campaign - 2025-12-05,06960,Postal Code,
10K ZIP Campaign - 2025-12-05,06982,Postal Code,
10K ZIP Campaign - 2025-12-05,06997,Postal Code,
10K ZIP Campaign - 2025-12-05,07012,Postal Code,
10K ZIP Campaign - 2025-12-05,07016,Postal Code,
10K ZIP Campaign - 2025-12-05,07018,Postal Code,
10K ZIP Campaign - 2025-12-05,07026,Postal Code,
10K ZIP Campaign - 2025-12-05,07028,Postal Code,
10K ZIP Campaign - 2025-12-05,07039,Postal Code,
10K ZIP Campaign - 2025-12-05,07042,Postal Code,
10K ZIP Campaign - 2025-12-05,07054,Postal Code,
10K ZIP Campaign - 2025-12-05,07067,Postal Code,
10K ZIP Campaign - 2025-12-05,07096,Postal Code,
10K ZIP Campaign - 2025-12-05,07147,Postal Code,
10K ZIP Campaign - 2025-12-05,07163,Postal Code,
10K ZIP Campaign - 2025-12-05,07179,Postal Code,
10K ZIP Campaign - 2025-12-05,07213,Postal Code,
10K ZIP Campaign - 2025-12-05,07221,Postal Code,
10K ZIP Campaign - 2025-12-05,07244,Postal Code,
10K ZIP Campaign - 2025-12-05,07250,Postal Code,
10K ZIP Campaign - 2025-12-05,07254,Postal Code,
10K ZIP Campaign - 2025-12-05,07261,Postal Code,
10K ZIP Campaign - 2025-12-05,07271,Postal Code,
10K ZIP Campaign - 2025-12-05,07274,Postal Code,
10K ZIP Campaign - 2025-12-05,07277,Postal Code,
10K ZIP Campaign - 2025-12-05,07285,Postal Code,
10K ZIP Campaign - 2025-12-05,07296,Postal Code,
10K ZIP Campaign - 2025-12-05,07311,Postal Code,
10K ZIP Campaign - 2025-12-05,07313,Postal Code,
10K ZIP Campaign - 2025-12-05,07317,Postal Code,
10K ZIP Campaign - 2025-12-05,07318,Postal Code,
10K ZIP Campaign - 2025-12-05,07324,Postal Code,
10K ZIP Campaign - 2025-12-05,07329,Postal Code,
10K ZIP Campaign - 2025-12-05,07348,Postal Code,
10K ZIP Campaign - 2025-12-05,07351,Postal Code,
10K ZIP Campaign - 2025-12-05,07366,Postal Code,
10K ZIP Campaign - 2025-12-05,07371,Postal Code,
10K ZIP Campaign - 2025-12-05,07374,Postal Code,
10K ZIP Campaign - 2025-12-05,07385,Postal Code,
10K ZIP Campaign - 2025-12-05,07401,Postal Code,
10K ZIP Campaign - 2025-12-05,07411,Postal Code,
10K ZIP Campaign - 2025-12-05,07427,Postal Code,
10K ZIP Campaign - 2025-12-05,07429,Postal Code,
10K ZIP Campaign - 2025-12-05,07432,Postal Code,
10K ZIP Campaign - 2025-12-05,07442,Postal Code,
10K ZIP Campaign - 2025-12-05,07443,Postal Code,
10K ZIP Campaign - 2025-12-05,07447,Postal Code,
10K ZIP Campaign - 2025-12-05,07456,Postal Code,
10K ZIP Campaign - 2025-12-05,07468,Postal Code,
10K ZIP Campaign - 2025-12-05,07485,Postal Code,
10K ZIP Campaign - 2025-12-05,07512,Postal Code,
10K ZIP Campaign - 2025-12-05,07516,Postal Code,
10K ZIP Campaign - 2025-12-05,07535,Postal Code,
10K ZIP Campaign - 2025-12-05,07537,Postal Code,
10K ZIP Campaign - 2025-12-05,07554,Postal Code,
10K ZIP Campaign - 2025-12-05,07582,Postal Code,
10K ZIP Campaign - 2025-12-05,07605,Postal Code,
10K ZIP Campaign - 2025-12-05,07607,Postal Code,
10K ZIP Campaign - 2025-12-05,07615,Postal Code,
10K ZIP Campaign - 2025-12-05,07627,Postal Code,
10K ZIP Campaign - 2025-12-05,07628,Postal Code,
10K ZIP Campaign - 2025-12-05,07649,Postal Code,
10K ZIP Campaign - 2025-12-05,07655,Postal Code,
10K ZIP Campaign - 2025-12-05,07659,Postal Code,
10K ZIP Campaign - 2025-12-05,07661,Postal Code,
10K ZIP Campaign - 2025-12-05,07663,Postal Code,
10K ZIP Campaign - 2025-12-05,07670,Postal Code,
10K ZIP Campaign - 2025-12-05,07675,Postal Code,
10K ZIP Campaign - 2025-12-05,07677,Postal Code,
10K ZIP Campaign - 2025-12-05,07680,Postal Code,
10K ZIP Campaign - 2025-12-05,07692,Postal Code,
10K ZIP Campaign - 2025-12-05,07697,Postal Code,
10K ZIP Campaign - 2025-12-05,07703,Postal Code,
10K ZIP Campaign - 2025-12-05,07720,Postal Code,
10K ZIP Campaign - 2025-12-05,07724,Postal Code,
10K ZIP Campaign - 2025-12-05,07743,Postal Code,
10K ZIP Campaign - 2025-12-05,07745,Postal Code,
10K ZIP Campaign - 2025-12-05,07752,Postal Code,
10K ZIP Campaign - 2025-12-05,07758,Postal Code,
10K ZIP Campaign - 2025-12-05,07762,Postal Code,
10K ZIP Campaign - 2025-12-05,07769,Postal Code,
10K ZIP Campaign - 2025-12-05,07781,Postal Code,
10K ZIP Campaign - 2025-12-05,07850,Postal Code,
10K ZIP Campaign - 2025-12-05,07860,Postal Code,
10K ZIP Campaign - 2025-12-05,07862,Postal Code,
10K ZIP Campaign - 2025-12-05,07880,Postal Code,
10K ZIP Campaign - 2025-12-05,07882,Postal Code,
10K ZIP Campaign - 2025-12-05,07887,Postal Code,
10K ZIP Campaign - 2025-12-05,07889,Postal Code,
10K ZIP Campaign - 2025-12-05,07891,Postal Code,
10K ZIP Campaign - 2025-12-05,07895,Postal Code,
10K ZIP Campaign - 2025-12-05,07902,Postal Code,
10K ZIP Campaign - 2025-12-05,07932,Postal Code,
10K ZIP Campaign - 2025-12-05,07934,Postal Code,
10K ZIP Campaign - 2025-12-05,07960,Postal Code,
10K ZIP Campaign - 2025-12-05,07984,Postal Code,
10K ZIP Campaign - 2025-12-05,07985,Postal Code,
10K ZIP Campaign - 2025-12-05,07991,Postal Code,
10K ZIP Campaign - 2025-12-05,07995,Postal Code,
10K ZIP Campaign - 2025-12-05,07997,Postal Code,
10K ZIP Campaign - 2025-12-05,08009,Postal Code,
10K ZIP Campaign - 2025-12-05,08039,Postal Code,
10K ZIP Campaign - 2025-12-05,08041,Postal Code,
10K ZIP Campaign - 2025-12-05,08044,Postal Code,
10K ZIP Campaign - 2025-12-05,08062,Postal Code,
10K ZIP Campaign - 2025-12-05,08068,Postal Code,
10K ZIP Campaign - 2025-12-05,08074,Postal Code,
10K ZIP Campaign - 2025-12-05,08076,Postal Code,
10K ZIP Campaign - 2025-12-05,08105,Postal Code,
10K ZIP Campaign - 2025-12-05,08113,Postal Code,
10K ZIP Campaign - 2025-12-05,08140,Postal Code,
10K ZIP Campaign - 2025-12-05,08149,Postal Code,
10K ZIP Campaign - 2025-12-05,08161,Postal Code,
10K ZIP Campaign - 2025-12-05,08162,Postal Code,
10K ZIP Campaign - 2025-12-05,08163,Postal Code,
10K ZIP Campaign - 2025-12-05,08187,Postal Code,
10K ZIP Campaign - 2025-12-05,08191,Postal Code,
10K ZIP Campaign - 2025-12-05,08192,Postal Code,
10K ZIP Campaign - 2025-12-05,08204,Postal Code,
10K ZIP Campaign - 2025-12-05,08207,Postal Code,
10K ZIP Campaign - 2025-12-05,08222,Postal Code,
10K ZIP Campaign - 2025-12-05,08232,Postal Code,
10K ZIP Campaign - 2025-12-05,08236,Postal Code,
10K ZIP Campaign - 2025-12-05,08253,Postal Code,
10K ZIP Campaign - 2025-12-05,08284,Postal Code,
10K ZIP Campaign - 2025-12-05,08294,Postal Code,
10K ZIP Campaign - 2025-12-05,08305,Postal Code,
10K ZIP Campaign - 2025-12-05,08306,Postal Code,
10K ZIP Campaign - 2025-12-05,08310,Postal Code,
10K ZIP Campaign - 2025-12-05,08346,Postal Code,
10K ZIP Campaign - 2025-12-05,08348,Postal Code,
10K ZIP Campaign - 2025-12-05,08354,Postal Code,
10K ZIP Campaign - 2025-12-05,08365,Postal Code,
10K ZIP Campaign - 2025-12-05,08380,Postal Code,
10K ZIP Campaign - 2025-12-05,08392,Postal Code,
10K ZIP Campaign - 2025-12-05,08396,Postal Code,
10K ZIP Campaign - 2025-12-05,08397,Postal Code,
10K ZIP Campaign - 2025-12-05,08398,Postal Code,
10K ZIP Campaign - 2025-12-05,08400,Postal Code,
10K ZIP Campaign - 2025-12-05,08402,Postal Code,
10K ZIP Campaign - 2025-12-05,08410,Postal Code,
10K ZIP Campaign - 2025-12-05,08413,Postal Code,
10K ZIP Campaign - 2025-12-05,08417,Postal Code,
10K ZIP Campaign - 2025-12-05,08423,Postal Code,
10K ZIP Campaign - 2025-12-05,08431,Postal Code,
10K ZIP Campaign - 2025-12-05,08433,Postal Code,
10K ZIP Campaign - 2025-12-05,08439,Postal Code,
10K ZIP Campaign - 2025-12-05,08447,Postal Code,
10K ZIP Campaign - 2025-12-05,08465,Postal Code,
10K ZIP Campaign - 2025-12-05,08474,Postal Code,
10K ZIP Campaign - 2025-12-05,08478,Postal Code,
10K ZIP Campaign - 2025-12-05,08480,Postal Code,
10K ZIP Campaign - 2025-12-05,08525,Postal Code,
10K ZIP Campaign - 2025-12-05,08536,Postal Code,
10K ZIP Campaign - 2025-12-05,08542,Postal Code,
10K ZIP Campaign - 2025-12-05,08544,Postal Code,
10K ZIP Campaign - 2025-12-05,08546,Postal Code,
10K ZIP Campaign - 2025-12-05,08548,Postal Code,
10K ZIP Campaign - 2025-12-05,08552,Postal Code,
10K ZIP Campaign - 2025-12-05,08578,Postal Code,
10K ZIP Campaign - 2025-12-05,08590,Postal Code,
10K ZIP Campaign - 2025-12-05,08592,Postal Code,
10K ZIP Campaign - 2025-12-05,08606,Postal Code,
10K ZIP Campaign - 2025-12-05,08616,Postal Code,
10K ZIP Campaign - 2025-12-05,08618,Postal Code,
10K ZIP Campaign - 2025-12-05,08619,Postal Code,
10K ZIP Campaign - 2025-12-05,08623,Postal Code,
10K ZIP Campaign - 2025-12-05,08641,Postal Code,
10K ZIP Campaign - 2025-12-05,08642,Postal Code,
10K ZIP Campaign - 2025-12-05,08643,Postal Code,
10K ZIP Campaign - 2025-12-05,08647,Postal Code,
10K ZIP Campaign - 2025-12-05,08673,Postal Code,
10K ZIP Campaign - 2025-12-05,08674,Postal Code,
10K ZIP Campaign - 2025-12-05,08689,Postal Code,
10K ZIP Campaign - 2025-12-05,08699,Postal Code,
10K ZIP Campaign - 2025-12-05,08723,Postal Code,
10K ZIP Campaign - 2025-12-05,08726,Postal Code,
10K ZIP Campaign - 2025-12-05,08742,Postal Code,
10K ZIP Campaign - 2025-12-05,08748,Postal Code,
10K ZIP Campaign - 2025-12-05,08750,Postal Code,
10K ZIP Campaign - 2025-12-05,08758,Postal Code,
10K ZIP Campaign - 2025-12-05,08769,Postal Code,
10K ZIP Campaign - 2025-12-05,08774,Postal Code,
10K ZIP Campaign - 2025-12-05,08798,Postal Code,
10K ZIP Campaign - 2025-12-05,08814,Postal Code,
10K ZIP Campaign - 2025-12-05,08817,Postal Code,
10K ZIP Campaign - 2025-12-05,08825,Postal Code,
10K ZIP Campaign - 2025-12-05,08834,Postal Code,
10K ZIP Campaign - 2025-12-05,08847,Postal Code,
10K ZIP Campaign - 2025-12-05,08871,Postal Code,
10K ZIP Campaign - 2025-12-05,08886,Postal Code,
10K ZIP Campaign - 2025-12-05,08897,Postal Code,
10K ZIP Campaign - 2025-12-05,08899,Postal Code,
10K ZIP Campaign - 2025-12-05,08911,Postal Code,
10K ZIP Campaign - 2025-12-05,08935,Postal Code,
10K ZIP Campaign - 2025-12-05,08938,Postal Code,
10K ZIP Campaign - 2025-12-05,08944,Postal Code,
10K ZIP Campaign - 2025-12-05,08948,Postal Code,
10K ZIP Campaign - 2025-12-05,08963,Postal Code,
10K ZIP Campaign - 2025-12-05,08981,Postal Code,
10K ZIP Campaign - 2025-12-05,08983,Postal Code,
10K ZIP Campaign - 2025-12-05,09002,Postal Code,
10K ZIP Campaign - 2025-12-05,09006,Postal Code,
10K ZIP Campaign - 2025-12-05,09034,Postal Code,
10K ZIP Campaign - 2025-12-05,09036,Postal Code,
10K ZIP Campaign - 2025-12-05,09041,Postal Code,
10K ZIP Campaign - 2025-12-05,09061,Postal Code,
10K ZIP Campaign - 2025-12-05,09062,Postal Code,
10K ZIP Campaign - 2025-12-05,09066,Postal Code,
10K ZIP Campaign - 2025-12-05,09075,Postal Code,
10K ZIP Campaign - 2025-12-05,09076,Postal Code,
10K ZIP Campaign - 2025-12-05,09077,Postal Code,
10K ZIP Campaign - 2025-12-05,09080,Postal Code,
10K ZIP Campaign - 2025-12-05,09086,Postal Code,
10K ZIP Campaign - 2025-12-05,09087,Postal Code,
10K ZIP Campaign - 2025-12-05,09091,Postal Code,
10K ZIP Campaign - 2025-12-05,09092,Postal Code,
10K ZIP Campaign - 2025-12-05,09095,Postal Code,
10K ZIP Campaign - 2025-12-05,09139,Postal Code,
10K ZIP Campaign - 2025-12-05,09159,Postal Code,
10K ZIP Campaign - 2025-12-05,09167,Postal Code,
10K ZIP Campaign - 2025-12-05,09185,Postal Code,
10K ZIP Campaign - 2025-12-05,09193,Postal Code,
